City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
700,Tena,EC,-0.9833,-77.8167,69.12,92,100,2.21,overcast clouds
701,Baykit,RU,61.67,96.37,-7.1,95,32,3.22,scattered clouds
702,Tateyama,JP,34.9833,139.8667,61.66,62,100,10.09,overcast clouds
703,Kurayoshi,JP,35.4333,133.8167,60.71,46,100,2.19,overcast clouds
704,Eluru,IN,16.7,81.1,75.29,51,84,4.83,broken clouds
705,Abnub,EG,27.2696,31.1511,59.22,48,100,5.14,overcast clouds
706,Ust-Omchug,RU,61.15,149.6333,-17.54,98,93,3.22,overcast clouds
707,Cobija,BO,-11.0267,-68.7692,75.04,83,86,1.63,light rain
708,Madiun,ID,-7.6298,111.5239,89.19,61,70,5.26,broken clouds
709,Naberera,TZ,-4.2,36.9333,63.52,86,95,5.01,overcast clouds
710,Mago,RU,53.2514,140.1822,18.9,81,50,1.99,scattered clouds
711,Lusambo,CD,-4.9667,23.45,67.73,99,100,1.66,light rain
712,Chimoio,MZ,-19.1164,33.4833,66.06,94,0,2.89,clear sky
713,Ust-Ilimsk,RU,58.0006,102.6619,30.47,86,100,12.08,overcast clouds
714,Tommot,RU,58.9564,126.2925,10.17,94,100,1.74,light snow
715,Kieta,PG,-6.2167,155.6333,84.22,64,100,4.34,overcast clouds
716,Hoima,UG,1.4356,31.3436,62.67,98,87,2.26,light rain
717,Bathurst,AU,-33.4166,149.5806,62.96,44,6,4.0,clear sky
718,Carroll,US,39.5501,-77.0164,40.5,61,40,4.61,scattered clouds
719,Plaster Rock,CA,46.9065,-67.39,30.72,96,100,7.0,snow
